N,iteration,monomers,imines,aldehydes
11900,3,11900,35043,657
11500,3,11500,33846,654
9900,9,9900,29089,611
10000,8,10000,29402,598
11100,5,11100,32667,633
11400,5,11400,33537,663
10100,10,10100,29667,633
11600,3,11600,34139,661
9500,10,9500,27882,618
12000,2,12000,35330,670
9600,10,9600,28208,592
11000,6,11000,32351,649
10800,7,10800,31778,622
10200,10,10200,29959,641
9200,10,9200,27002,598
9300,10,9300,27337,563
11200,5,11200,32973,627
11300,5,11300,33282,618
10900,7,10900,32009,691
10500,6,10500,30894,606
9700,10,9700,28518,582
10600,6,10600,31180,620
10700,6,10700,31443,657
9800,10,9800,28808,592
12600,1,12600,37099,701
9900,10,9900,29119,581
12700,1,12700,37380,720
12800,1,12800,37697,703
12900,1,12900,38014,686
11100,6,11100,32650,650
13000,1,13000,38290,710
13200,1,13200,38895,705
11700,4,11700,34459,641
11800,4,11800,34761,639
10000,9,10000,29385,615
11900,4,11900,35039,661
11500,4,11500,33867,633
11400,6,11400,33542,658
13100,1,13100,38595,705
12100,2,12100,35633,667
11000,7,11000,32336,664
12300,2,12300,36184,716
12200,2,12200,35919,681
12400,2,12400,36535,665
12500,2,12500,36833,667
11600,4,11600,34138,662
10800,8,10800,31749,651
12000,3,12000,35335,665
11200,6,11200,32940,660
11300,6,11300,33243,657
10900,8,10900,32044,656
13300,1,13300,39183,717
13400,1,13400,39496,704
13500,1,13500,39749,751
10500,7,10500,30872,628
10600,7,10600,31178,622
11100,7,11100,32658,642
11000,8,11000,32308,692
10700,7,10700,31459,641
10000,10,10000,29358,642
13200,2,13200,38876,724
11400,7,11400,33552,648
11700,5,11700,34428,672
11800,5,11800,34769,631
12600,2,12600,37089,711
11900,5,11900,35032,668
12700,2,12700,37419,681
11500,5,11500,33841,659
12800,2,12800,37725,675
10800,9,10800,31716,684
12900,2,12900,37979,721
13100,2,13100,38615,685
13000,2,13000,38311,689
11600,5,11600,34121,679
11200,7,11200,32922,678
10900,9,10900,32084,616
11300,7,11300,33263,637
12100,3,12100,35624,676
12300,3,12300,36213,687
12000,4,12000,35324,676
12200,3,12200,35934,666
12400,3,12400,36515,685
12500,3,12500,36831,669
11000,9,11000,32373,627
11100,8,11100,32662,638
13600,1,13600,40078,722
13700,1,13700,40402,698
13800,1,13800,40652,748
11400,8,11400,33530,670
10500,8,10500,30877,623
10600,8,10600,31178,622
11700,6,11700,34420,680
13200,3,13200,38884,716
11800,6,11800,34747,653
13300,2,13300,39212,688
13400,2,13400,39479,721
13900,1,13900,40986,714
11900,6,11900,35067,633
10800,10,10800,31764,636
10700,8,10700,31478,622
14000,1,14000,41263,737
11500,6,11500,33835,665
13500,2,13500,39790,710
12600,3,12600,37111,689
13100,3,13100,38619,681
12700,3,12700,37380,720
11600,6,11600,34123,677
12800,3,12800,37665,735
10900,10,10900,32056,644
11200,8,11200,32946,654
14100,1,14100,41555,745
11700,8,11700,34483,617
13200,5,13200,38896,704
11800,8,11800,34723,677
12100,5,12100,35635,665
12300,5,12300,36232,668
12200,5,12200,35953,647
11900,8,11900,34984,716
12400,5,12400,36504,696
11500,8,11500,33814,686
10500,10,10500,30849,651
12500,5,12500,36830,670
10600,10,10600,31173,627
11200,10,11200,32941,659
10700,10,10700,31497,603
13600,3,13600,40059,741
13100,5,13100,38624,676
11600,8,11600,34141,659
11300,10,11300,33253,647
12600,5,12600,37104,696
13800,3,13800,40676,724
13700,3,13700,40416,684
12700,5,12700,37414,686
12000,7,12000,35323,677
12800,5,12800,37735,665
13900,3,13900,40987,713
12900,5,12900,38013,687
13000,5,13000,38325,675
13300,4,13300,39187,713
14000,3,14000,41294,706
14300,2,14300,42164,736
13400,4,13400,39505,695
11700,9,11700,34400,700
13200,6,13200,38936,664
11800,9,11800,34743,657
14400,2,14400,42435,765
14500,2,14500,42739,761
11900,9,11900,35042,658
14200,2,14200,41859,741
12100,6,12100,35621,679
11500,9,11500,33869,631
13500,4,13500,39808,692
12300,6,12300,36171,729
12200,6,12200,35922,678
12400,6,12400,36512,688
12500,6,12500,36846,654
11600,9,11600,34111,689
13100,6,13100,38638,662
12600,6,12600,37122,678
13600,4,13600,40043,757
14100,2,14100,41611,689
13800,4,13800,40704,696
12000,8,12000,35314,686
12700,6,12700,37411,689
13700,4,13700,40341,759
12800,6,12800,37687,713
11700,10,11700,34443,657
11800,10,11800,34739,661
12900,6,12900,38036,664
13200,7,13200,38891,709
13000,6,13000,38296,704
11900,10,11900,35002,698
13900,4,13900,40969,731
11500,10,11500,33856,644
13300,5,13300,39212,688
14000,4,14000,41282,718
12100,7,12100,35640,660
12300,7,12300,36228,672
13400,5,13400,39488,712
12200,7,12200,35912,688
14300,3,14300,42150,750
12400,7,12400,36536,664
14400,3,14400,42451,749
12500,7,12500,36804,696
11600,10,11600,34136,664
13100,7,13100,38602,698
14500,3,14500,42761,739
13500,5,13500,39762,738
15100,1,15100,44562,738
15200,1,15200,44845,755
14200,3,14200,41847,753
12600,7,12600,37092,708
15300,1,15300,45110,790
12000,9,12000,35353,647
13600,5,13600,40053,747
12700,7,12700,37422,678
13800,5,13800,40642,758
13200,8,13200,38888,712
12800,7,12800,37710,690
13700,5,13700,40382,718
12900,7,12900,38016,684
13000,7,13000,38342,658
12100,8,12100,35612,688
15400,1,15400,45429,771
15500,1,15500,45707,793
12300,8,12300,36215,685
13900,5,13900,40971,729
12200,8,12200,35939,661
14100,3,14100,41573,727
12400,8,12400,36517,683
13300,6,13300,39175,725
13100,8,13100,38622,678
12500,8,12500,36822,678
14000,5,14000,41325,675
13400,6,13400,39491,709
14300,4,14300,42130,770
12600,8,12600,37058,742
14400,4,14400,42463,737
12000,10,12000,35272,728
14500,4,14500,42803,697
13500,6,13500,39799,701
13200,9,13200,38898,702
15100,2,15100,44542,758
15200,2,15200,44831,769
12700,8,12700,37416,684
14200,4,14200,41855,745
13600,6,13600,40095,705
13800,6,13800,40713,687
12800,8,12800,37710,690
15700,1,15700,46313,787
15800,1,15800,46667,733
15900,1,15900,46932,768
15300,2,15300,45157,743
12900,8,12900,38021,679
16000,1,16000,47231,769
13700,6,13700,40350,750
12100,9,12100,35662,638
13000,8,13000,38314,686
12300,9,12300,36200,700
12200,9,12200,35900,700
12400,9,12400,36534,666
13100,9,13100,38575,725
12500,9,12500,36799,701
13900,6,13900,40988,712
13300,7,13300,39171,729
15600,1,15600,46044,756
14000,6,14000,41286,714
13400,7,13400,39518,682
12600,9,12600,37108,692
13200,10,13200,38898,702
14300,5,14300,42150,750
14400,5,14400,42456,744
12700,9,12700,37460,640
14100,4,14100,41542,758
13500,7,13500,39790,710
13600,7,13600,40072,728
14500,5,14500,42790,710
12800,9,12800,37702,698
13800,7,13800,40649,751
12900,9,12900,38008,692
15100,3,15100,44566,734
12100,10,12100,35601,699
15200,3,15200,44870,730
12300,10,12300,36238,662
14200,5,14200,41828,772
15400,2,15400,45446,754
13000,9,13000,38251,749
12200,10,12200,35910,690
15500,2,15500,45738,762
13700,7,13700,40367,733
12400,10,12400,36504,696
13100,10,13100,38611,689
12500,10,12500,36812,688
15700,2,15700,46328,772
15800,2,15800,46627,773
15900,2,15900,46929,771
15300,3,15300,45147,753
16100,1,16100,47524,776
16200,1,16200,47812,788
16300,1,16300,48080,820
16400,1,16400,48402,798
12600,10,12600,37114,686
13900,7,13900,40995,705
16000,2,16000,47208,792
16500,1,16500,48760,740
13300,8,13300,39190,710
14000,7,14000,41270,730
13400,8,13400,39509,691
12700,10,12700,37406,694
14300,6,14300,42181,719
12800,10,12800,37685,715
13600,8,13600,40078,722
12900,10,12900,37992,708
13800,8,13800,40642,758
14400,6,14400,42448,752
13500,8,13500,39789,711
13000,10,13000,38313,687
14500,6,14500,42760,740
13700,8,13700,40382,718
15200,4,15200,44866,734
15100,4,15100,44560,740
14100,5,14100,41590,710
14200,6,14200,41867,733
15600,2,15600,46056,744
16600,1,16600,48993,807
13900,8,13900,41002,698
13300,9,13300,39170,730
15700,3,15700,46268,832
15800,3,15800,46607,793
15300,4,15300,45136,764
15900,3,15900,46939,761
14000,8,14000,41296,704
17000,1,17000,50232,768
16900,1,16900,49879,821
13400,9,13400,39509,691
16800,1,16800,49571,829
16700,1,16700,49299,801
16100,2,16100,47509,791
13600,9,13600,40090,710
14300,7,14300,42179,721
13800,9,13800,40670,730
16000,3,16000,47234,766
15400,3,15400,45427,773
16200,2,16200,47815,785
16300,2,16300,48088,812
16400,2,16400,48398,802
15500,3,15500,45716,784
16500,2,16500,48720,780
14400,7,14400,42462,738
13500,9,13500,39763,737
13700,9,13700,40385,715
14500,7,14500,42743,757
15200,5,15200,44858,742
15100,5,15100,44559,741
14200,7,14200,41870,730
13900,9,13900,40956,744
13300,10,13300,39167,733
16600,2,16600,49003,797
14100,6,14100,41575,725
17100,1,17100,50450,850
14000,9,14000,41271,729
13400,10,13400,39483,717
13800,10,13800,40725,675
13600,10,13600,40085,715
15800,4,15800,46642,758
15700,4,15700,46354,746
15300,5,15300,45138,762
15900,4,15900,46969,731
17200,1,17200,50788,812
17300,1,17300,51105,795
14300,8,14300,42187,713
17500,1,17500,51664,836
17400,1,17400,51397,803
13700,10,13700,40387,713
15600,3,15600,46026,774
13500,10,13500,39826,674
14400,8,14400,42468,732
16900,2,16900,49910,790
17000,2,17000,50195,805
16800,2,16800,49664,736
16100,3,16100,47552,748
16000,4,16000,47224,776
16700,2,16700,49326,774
14500,8,14500,42748,752
16200,3,16200,47765,835
16300,3,16300,48103,797
16400,3,16400,48430,770
15200,6,15200,44786,814
15100,6,15100,44575,725
16500,3,16500,48688,812
14200,8,14200,41856,744
13900,10,13900,40973,727
15400,4,15400,45456,744
14000,10,14000,41303,697
15500,4,15500,45735,765
16600,3,16600,48995,805
14300,9,14300,42164,736
14100,7,14100,41589,711
17100,2,17100,50515,785
15300,6,15300,45161,739
15800,5,15800,46641,759
17600,1,17600,52021,779
15700,5,15700,46377,723
17700,1,17700,52289,811
15900,5,15900,46862,838
14400,9,14400,42476,724
17800,1,17800,52588,812
17900,1,17900,52889,811
18000,1,18000,53184,816
14500,9,14500,42729,771
17200,2,17200,50792,808
17300,2,17300,51132,768
15200,7,15200,44871,729
17500,2,17500,51680,820
17400,2,17400,51396,804
15100,7,15100,44534,766
16100,4,16100,47517,783
16000,5,16000,47195,805
14200,9,14200,41877,723
16900,3,16900,49926,774
16200,4,16200,47882,718
16300,4,16300,48169,731
16800,3,16800,49639,761
17000,3,17000,50189,811
16400,4,16400,48442,758
16700,3,16700,49292,808
15600,4,15600,46046,754
16500,4,16500,48717,783
14300,10,14300,42119,781
18100,1,18100,53455,845
16600,4,16600,48980,820
18200,1,18200,53820,780
15300,7,15300,45095,805
15700,6,15700,46321,779
15800,6,15800,46605,795
15400,5,15400,45427,773
15900,6,15900,46907,793
14100,8,14100,41599,701
14400,10,14400,42465,735
17100,3,17100,50502,798
15500,5,15500,45718,782
14500,10,14500,42756,744
18500,1,18500,54671,829
18400,1,18400,54377,823
18300,1,18300,54092,808
15200,8,15200,44819,781
15100,8,15100,44555,745
17600,2,17600,52061,739
17700,2,17700,52290,810
14200,10,14200,41810,790
17200,3,17200,50784,816
16000,6,16000,47217,783
17300,3,17300,51116,784
16100,5,16100,47508,792
16200,5,16200,47822,778
17800,2,17800,52601,799
17400,3,17400,51372,828
17500,3,17500,51686,814
16300,5,16300,48110,790
17900,2,17900,52906,794
16400,5,16400,48386,814
18000,2,18000,53184,816
16900,4,16900,49899,801
16800,4,16800,49674,726
17000,4,17000,50216,784
16700,4,16700,49295,805
16600,5,16600,48973,827
15300,8,15300,45139,761
16500,5,16500,48721,779
15700,7,15700,46345,755
15800,7,15800,46601,799
15600,5,15600,46021,779
15900,7,15900,46920,780
18100,2,18100,53477,823
14100,9,14100,41594,706
18200,2,18200,53762,838
17100,4,17100,50479,821
18600,1,18600,54942,858
15200,9,15200,44827,773
18700,1,18700,55270,830
15100,9,15100,44557,743
16900,8,16900,49905,795
17200,7,17200,50784,816
16500,9,16500,48665,835
17600,6,17600,51969,831
17300,7,17300,51098,802
16700,8,16700,49281,819
17700,6,17700,52263,837
17000,8,17000,50205,795
16800,8,16800,49629,771
17400,7,17400,51403,797
16600,10,16600,49052,748
17500,7,17500,51703,797
18100,6,18100,53465,835
18600,4,18600,54967,833
16100,10,16100,47524,776
18700,4,18700,55230,870
19400,4,19400,57363,837
16200,10,16200,47802,798
19500,4,19500,57595,905
18200,6,18200,53785,815
16300,10,16300,48150,750
16400,10,16400,48431,769
19300,4,19300,57035,865
15600,9,15600,46016,784
17100,9,17100,50470,830
18300,5,18300,54058,842
17800,6,17800,52569,831
18400,5,18400,54317,883
17900,6,17900,52869,831
15400,10,15400,45477,723
18500,5,18500,54681,819
18000,6,18000,53183,817
19100,4,19100,56438,862
18800,4,18800,55540,860
16500,10,16500,48704,796
15500,10,15500,45747,753
19200,4,19200,56770,830
16900,9,16900,49862,838
18900,4,18900,55845,855
17200,8,17200,50756,844
16700,9,16700,49267,833
17000,9,17000,50181,819
19000,4,19000,56106,894
16800,9,16800,49613,787
17600,7,17600,51980,820
17300,8,17300,51120,780
17700,7,17700,52297,803
17400,8,17400,51400,800
17500,8,17500,51700,800
18100,7,18100,53485,815
18200,7,18200,53733,867
17100,10,17100,50475,825
22100,1,22100,65393,907
22200,1,22200,65658,942
19400,5,19400,57364,836
19500,5,19500,57645,855
22300,1,22300,65950,950
15600,10,15600,46021,779
22400,1,22400,66257,943
18600,5,18600,54966,834
18700,5,18700,55250,850
19300,5,19300,57014,886
17800,7,17800,52578,822
17900,7,17900,52863,837
16900,10,16900,49876,824
18300,6,18300,54040,860
18400,6,18400,54347,853
22000,1,22000,65043,957

18000,7,18000,53167,833
17200,9,17200,50775,825
17000,10,17000,50204,796
16800,10,16800,49615,785
18800,8,18800,55558,842
22700,4,22700,67189,911
18900,8,18900,55843,857
22600,4,22600,66904,896
18300,10,18300,54083,817
18700,9,18700,55261,839
22800,4,22800,67486,914
19000,8,19000,56138,862
18400,10,18400,54315,885
19100,9,19100,56450,850
22900,4,22900,67794,906
19200,9,19200,56715,885
18500,10,18500,54645,855
22100,5,22100,65393,907
19400,10,19400,57323,877
19500,10,19500,57668,832
22200,5,22200,65663,937
22500,5,22500,66580,920
22000,4,22000,65102,898
23000,4,23000,68038,962
19300,10,19300,57039,861
22300,5,22300,65982,918
22400,5,22400,66305,895
18600,10,18600,54979,821
18800,9,18800,55544,856
23300,4,23300,68985,915
18700,10,18700,55264,836
19100,10,19100,56452,848
23400,4,23400,69254,946
22700,5,22700,67159,941
18900,9,18900,55857,843
22600,5,22600,66852,948
19200,10,19200,56738,862
19000,9,19000,56186,814
23100,3,23100,68397,903
22800,5,22800,67455,945
23200,3,23200,68666,934
23000,5,23000,68074,926
27200,1,27200,80557,1043
27300,1,27300,80937,963
22000,5,22000,65070,930
18800,10,18800,55540,860
27400,1,27400,81147,1053
27100,1,27100,80297,1003
22300,6,22300,66010,890
22400,6,22400,66308,892
18900,10,18900,55831,869
22700,6,22700,67164,936
22600,6,22600,66864,936
19000,10,19000,56139,861
23300,5,23300,68950,950
22500,7,22500,66569,931
23400,5,23400,69246,954
22800,6,22800,67428,972
22100,7,22100,65352,948
27000,1,27000,80015,985
22900,6,22900,67805,895
27500,1,27500,81447,1053
22200,7,22200,65647,953
27700,1,27700,82064,1036
27600,1,27600,81813,987
27800,1,27800,82389,1011
27900,1,27900,82688,1012
23000,6,23000,68040,960
23100,4,23100,68410,890
23200,4,23200,68672,928
27200,2,27200,80574,1026
22300,7,22300,66025,875
22400,7,22400,66271,929
22700,7,22700,67166,934
27300,2,27300,80866,1034
22600,7,22600,66838,962
22000,6,22000,65097,903
22500,8,22500,66584,916
22100,8,22100,65411,889
22800,7,22800,67479,921
22900,7,22900,67753,947
22200,8,22200,65638,962
23300,6,23300,68978,922
23400,6,23400,69256,944
27100,2,27100,80278,1022
27400,2,27400,81158,1042
28600,1,28600,84731,1069
28800,1,28800,85325,1075
28700,1,28700,85053,1047
28900,1,28900,85628,1072
28500,1,28500,84460,1040
23000,7,23000,68027,973
29400,1,29400,87132,1068
22500,9,22500,66601,899
27700,2,27700,82080,1020
27500,2,27500,81442,1058
27600,2,27600,81773,1027
22700,8,22700,67159,941
22600,8,22600,66869,931
29000,1,29000,85975,1025
27800,2,27800,82348,1052
22100,9,22100,65365,935
29100,1,29100,86247,1053
29200,1,29200,86539,1061
22400,8,22400,66307,893
27900,2,27900,82656,1044
22300,8,22300,65908,992
27000,2,27000,79964,1036
29300,1,29300,86791,1109
23100,5,23100,68345,955
23200,5,23200,68678,922
22800,8,22800,67409,991
29700,1,29700,88054,1046
29600,1,29600,87721,1079
22000,7,22000,65102,898
29800,1,29800,88308,1092
22200,9,22200,65663,937
29500,1,29500,87424,1076
22900,8,22900,67760,940
27200,3,27200,80576,1024
27300,3,27300,80869,1031
29900,1,29900,88645,1055
23300,7,23300,68986,914
23400,7,23400,69273,927
23000,8,23000,68034,966
22500,10,22500,66562,938
27100,3,27100,80264,1036
30000,1,30000,88978,1022
27400,3,27400,81175,1025
30100,1,30100,89222,1078
22600,9,22600,66913,887
30300,1,30300,89798,1102
22700,9,22700,67160,940
30200,1,30200,89529,1071
30400,1,30400,90097,1103
22100,10,22100,65442,858
22400,9,22400,66260,940
22300,9,22300,66011,889
22800,9,22800,67411,989
22200,10,22200,65666,934
22900,9,22900,67802,898
28500,2,28500,84434,1066
28600,2,28600,84788,1012
28700,2,28700,85078,1022
28900,2,28900,85651,1049
28800,2,28800,85366,1034
30500,1,30500,90432,1068
30700,1,30700,91009,1091
30800,1,30800,91332,1068
29400,2,29400,87141,1059
30900,1,30900,91597,1103
30600,1,30600,90700,1100
22000,8,22000,65069,931
27500,3,27500,81439,1061
27700,3,27700,82079,1021
27600,3,27600,81760,1040
27200,4,27200,80595,1005
23000,9,23000,68056,944
23300,8,23300,68922,978
23100,6,23100,68337,963
27300,4,27300,80851,1049
27800,3,27800,82413,987
23200,6,23200,68585,1015
27900,3,27900,82685,1015
23400,8,23400,69256,944
29700,2,29700,88034,1066
29600,2,29600,87721,1079
29800,2,29800,88326,1074
29500,2,29500,87473,1027
29000,2,29000,85978,1022
22600,10,22600,66889,911
29100,2,29100,86257,1043
29200,2,29200,86505,1095
27000,3,27000,79973,1027
22700,10,22700,67171,929
29300,2,29300,86843,1057
29900,2,29900,88633,1067
22800,10,22800,67465,935
22300,10,22300,65999,901
22900,10,22900,67787,913
22400,10,22400,66249,951
27100,4,27100,80264,1036
27400,4,27400,81170,1030
31000,1,31000,91903,1097
23000,10,23000,68077,923
22000,9,22000,65089,911
30000,2,30000,88957,1043
30100,2,30100,89218,1082
23300,9,23300,68945,955
30200,2,30200,89510,1090
30300,2,30300,89803,1097
30400,2,30400,90057,1143
23400,9,23400,69219,981
27200,5,27200,80555,1045
27300,5,27300,80898,1002
28500,3,28500,84457,1043
27500,4,27500,81438,1062
28600,3,28600,84765,1035
27600,4,27600,81742,1058
27700,4,27700,82064,1036
28700,3,28700,85057,1043
31100,1,31100,92225,1075
29400,3,29400,87162,1038
28900,3,28900,85682,1018
31200,1,31200,92541,1059
28800,3,28800,85401,999
23100,7,23100,68373,927
27800,4,27800,82365,1035
27900,4,27900,82675,1025
23200,7,23200,68660,940
30500,2,30500,90434,1066
30800,2,30800,91341,1059
30700,2,30700,91062,1038
30600,2,30600,90719,1081
30900,2,30900,91614,1086
29700,3,29700,88042,1058
29600,3,29600,87724,1076
29800,3,29800,88303,1097
29500,3,29500,87442,1058
29000,3,29000,85943,1057
29100,3,29100,86255,1045
29200,3,29200,86537,1063
29300,3,29300,86850,1050
27000,4,27000,80002,998
27100,5,27100,80299,1001
22000,10,22000,65063,937
23300,10,23300,68974,926
27400,5,27400,81126,1074
29900,3,29900,88629,1071
31000,2,31000,91920,1080
23400,10,23400,69255,945
27300,6,27300,80879,1021
27200,6,27200,80544,1056
31300,1,31300,92815,1085
31400,1,31400,93131,1069
31500,1,31500,93430,1070
31700,1,31700,93991,1109
31600,1,31600,93684,1116
31900,1,31900,94610,1090
30000,3,30000,88944,1056
27500,5,27500,81465,1035
27700,5,27700,82058,1042
27600,5,27600,81776,1024
30100,3,30100,89260,1040
28500,4,28500,84444,1056
30200,3,30200,89534,1066
30300,3,30300,89857,1043
27800,5,27800,82341,1059
28600,4,28600,84721,1079
31100,2,31100,92219,1081
28700,4,28700,85095,1005
23100,8,23100,68374,926
30400,3,30400,90096,1104
29400,4,29400,87152,1048
27900,5,27900,82650,1050
23200,8,23200,68673,927
28900,4,28900,85681,1019
28800,4,28800,85330,1070
31200,2,31200,92525,1075
31800,1,31800,94268,1132
29700,4,29700,88074,1026
29800,4,29800,88315,1085
29600,4,29600,87700,1100
30500,3,30500,90433,1067
29500,4,29500,87431,1069
30700,3,30700,90987,1113
30800,3,30800,91301,1099
30600,3,30600,90718,1082
30900,3,30900,91570,1130
29000,4,29000,85989,1011
29100,4,29100,86284,1016
27100,6,27100,80300,1000
29200,4,29200,86520,1080
29300,4,29300,86857,1043
27400,6,27400,81172,1028
31000,3,31000,91884,1116
27300,7,27300,80904,996
27200,7,27200,80577,1023
27000,5,27000,79947,1053
29900,4,29900,88657,1043
27500,6,27500,81423,1077
27600,6,27600,81755,1045
27700,6,27700,82055,1045
31900,2,31900,94649,1051
27800,6,27800,82399,1001
27900,6,27900,82636,1064
23100,9,23100,68360,940
31300,2,31300,92777,1123
32200,1,32200,95524,1076
23200,9,23200,68645,955
32100,1,32100,95192,1108
28500,5,28500,84493,1007
31400,2,31400,93107,1093
29400,5,29400,87183,1017
31100,3,31100,92233,1067
30000,4,30000,88943,1057
28600,5,28600,84747,1053
28700,5,28700,85033,1067
32000,1,32000,94879,1121
31500,2,31500,93367,1133
28900,5,28900,85649,1051
30100,4,30100,89242,1058
28800,5,28800,85394,1006
31700,2,31700,94017,1083
31600,2,31600,93688,1112
30200,4,30200,89527,1073
30300,4,30300,89814,1086
30400,4,30400,90133,1067
31200,3,31200,92525,1075
29700,5,29700,88023,1077
29800,5,29800,88319,1081
29600,5,29600,87752,1048
29500,5,29500,87450,1050
27100,7,27100,80228,1072
27300,8,27300,80850,1050
27200,8,27200,80582,1018
30500,4,30500,90493,1007
31800,2,31800,94307,1093
27400,7,27400,81185,1015
30800,4,30800,91310,1090
30700,4,30700,90989,1111
30600,4,30600,90699,1101
30900,4,30900,91609,1091
29100,5,29100,86233,1067
31000,4,31000,91970,1030
29000,5,29000,85867,1133
29200,5,29200,86544,1056
29300,5,29300,86867,1033
29900,5,29900,88675,1025
27000,6,27000,79959,1041
27600,7,27600,81780,1020
23100,10,23100,68380,920
27800,7,27800,82291,1109
27500,7,27500,81497,1003
27700,7,27700,81988,1112
23200,10,23200,68634,966
27900,7,27900,82627,1073
31900,3,31900,94550,1150
28500,6,28500,84482,1018
29400,6,29400,87137,1063
31100,4,31100,92187,1113
28600,6,28600,84761,1039
28700,6,28700,85058,1042
30000,5,30000,88935,1065
28900,6,28900,85661,1039
29700,6,29700,88050,1050
31300,3,31300,92833,1067
29800,6,29800,88365,1035
29600,6,29600,87766,1034
31400,3,31400,93103,1097
28800,6,28800,85394,1006
27200,9,27200,80562,1038
27300,9,27300,80907,993
30100,5,30100,89216,1084
31200,4,31200,92500,1100
32100,2,32100,95195,1105
32200,2,32200,95431,1169
30200,5,30200,89517,1083
30300,5,30300,89813,1087
30400,5,30400,90090,1110
29500,6,29500,87440,1060
31500,3,31500,93422,1078
27100,8,27100,80326,974
31600,3,31600,93683,1117
31700,3,31700,94023,1077
27400,8,27400,81231,969
32000,2,32000,94896,1104
31000,5,31000,91933,1067
29100,6,29100,86232,1068
30500,5,30500,90382,1118
29000,6,29000,85934,1066
29200,6,29200,86553,1047
30800,5,30800,91302,1098
30700,5,30700,90975,1125
30600,5,30600,90679,1121
29300,6,29300,86855,1045
30900,5,30900,91581,1119
31800,3,31800,94335,1065
27800,8,27800,82367,1033
27700,8,27700,82111,989
27600,8,27600,81758,1042
27500,8,27500,81473,1027
27900,8,27900,82609,1091
29900,6,29900,88621,1079
27000,7,27000,79915,1085
28500,7,28500,84422,1078
29400,7,29400,87155,1045
31900,4,31900,94613,1087
27200,10,27200,80584,1016
31100,5,31100,92150,1150
27300,10,27300,80810,1090
28600,7,28600,84754,1046
28700,7,28700,84994,1106
29700,7,29700,88046,1054
29800,7,29800,88334,1066
28900,7,28900,85698,1002
29600,7,29600,87757,1043
27100,9,27100,80284,1016
30000,6,30000,88943,1057
31200,5,31200,92464,1136
28800,7,28800,85366,1034
29500,7,29500,87421,1079
27400,9,27400,81220,980
31300,4,31300,92818,1082
30100,6,30100,89210,1090
31000,6,31000,91885,1115
30200,6,30200,89506,1094
31400,4,31400,93057,1143
30300,6,30300,89783,1117
30400,6,30400,90100,1100
32100,3,32100,95241,1059
32200,3,32200,95491,1109
31500,4,31500,93391,1109
29000,7,29000,86026,974
29100,7,29100,86228,1072
31700,4,31700,94029,1071
29200,7,29200,86528,1072
31600,4,31600,93657,1143
30500,6,30500,90399,1101
29300,7,29300,86868,1032
32000,3,32000,94903,1097
27800,9,27800,82369,1031
30800,6,30800,91349,1051
30600,6,30600,90716,1084
30700,6,30700,90961,1139
27900,9,27900,82676,1024
30900,6,30900,91659,1041
27500,9,27500,81445,1055
27700,9,27700,82075,1025
27600,9,27600,81759,1041
29900,7,29900,88621,1079
31800,4,31800,94292,1108
29400,8,29400,87125,1075
28500,8,28500,84452,1048
31100,6,31100,92205,1095
31900,5,31900,94560,1140
27000,8,27000,79954,1046
28600,8,28600,84783,1017
28700,8,28700,85055,1045
29700,8,29700,88036,1064
29800,8,29800,88359,1041
27100,10,27100,80303,997
29600,8,29600,87699,1101
32300,1,32300,95832,1068
28900,8,28900,85649,1051
32400,1,32400,96092,1108
31200,6,31200,92456,1144
28800,8,28800,85362,1038
27400,10,27400,81167,1033
29500,8,29500,87427,1073
31000,7,31000,91903,1097
30000,7,30000,88960,1040
30100,7,30100,89251,1049
30200,7,30200,89468,1132
30400,7,30400,90121,1079
30300,7,30300,89804,1096
31300,5,31300,92766,1134
31400,5,31400,93105,1095
27800,10,27800,82392,1008
29000,8,29000,85901,1099
29100,8,29100,86274,1026
29200,8,29200,86499,1101
27900,10,27900,82658,1042
32100,4,32100,95150,1150
29300,8,29300,86826,1074
27500,10,27500,81482,1018
27700,10,27700,82067,1033
27600,10,27600,81783,1017
32200,4,32200,95468,1132
30500,7,30500,90427,1073
31500,5,31500,93411,1089
31700,5,31700,93970,1130
30700,7,30700,90980,1120
30800,7,30800,91284,1116
31600,5,31600,93687,1113
30600,7,30600,90724,1076
30900,7,30900,91641,1059
32000,4,32000,94849,1151
28500,9,28500,84443,1057
29400,9,29400,87098,1102
31100,7,31100,92197,1103
28600,9,28600,84777,1023
28700,9,28700,85112,988
29900,8,29900,88655,1045
29700,9,29700,88046,1054
31900,6,31900,94568,1132
29800,9,29800,88312,1088
29600,9,29600,87774,1026
28900,9,28900,85581,1119
31000,8,31000,91934,1066
27000,9,27000,79967,1033
31800,5,31800,94240,1160
29500,9,29500,87410,1090
32400,2,32400,96059,1141
28800,9,28800,85297,1103
32300,2,32300,95784,1116
31200,7,31200,92433,1167
30000,8,30000,88935,1065
30100,8,30100,89232,1068
30200,8,30200,89528,1072
29000,9,29000,85910,1090
30300,8,30300,89808,1092
30400,8,30400,90104,1096
31300,6,31300,92798,1102
29100,9,29100,86242,1058
31400,6,31400,93124,1076
29200,9,29200,86549,1051
29300,9,29300,86867,1033
32100,5,32100,95211,1089
30500,8,30500,90420,1080
32200,5,32200,95539,1061
28500,10,28500,84460,1040
29400,10,29400,87165,1035
28600,10,28600,84702,1098
30800,8,30800,91355,1045
30700,8,30700,90985,1115
28700,10,28700,85074,1026
